link,address,apartment_name,sector,price,price_sqft,super_area,bedrooms,bathroom,balcony,additional_rooms,age_possession,floor,floor_num,total_floors,furnishing_type,facing,num_parking,features,servant_room,study_room,pooja_room,store_room,luxury_score,luxury_category,parking
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-2875-sq-ft-spid-H79926771,"Indiabulls Centrum Park
Sector 103, Gurgaon",indiabulls centrum park,sector 103,3.0,10434.8,2875.0,4,3,3,Servant Room,1 to 5 year old,11st   of 18 Floors,11,18,Semifurnished,na,2 Covered,"['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",1,0,0,0,22,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-coralwood-sector-84-gurgaon-2250-sq-ft-spid-V79900545,"SS The Coralwood
Sector 84, Gurgaon",ss the coralwood,sector 84,2.3,10222.2,2250.0,3,5,3+,Servant Room,5 to 10 year old,16th   of 21 Floors,16,21,Unfurnished,North-East,"1 Covered, 1 Open","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1,0,0,0,68,high,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1770-sq-ft-spid-Y79914011,"Signature Global Park
Sohna, Gurgaon",signature global park,sohna,1.5,7335.7,2044.8,3,3,3+,,0 to 1 year old,1st   of 4 Floors,1,4,Unfurnished,East,"1 Covered, 1 Open","['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,24,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-vedaanta-sector-108-gurgaon-1833-sq-ft-r3-spid-Q75116201,"Raheja Vedaanta
Sector 108, Gurgaon",raheja vedaanta,sector 108,1.5,8183.3,1833.0,3,3,3+,,5 to 10 year old,10th   of 22 Floors,10,22,Unfurnished,South-West,1 Covered,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0,0,0,0,33,medium,1
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-3130-sq-ft-spid-X77530477,"Ireo Victory Valley
Sector 67, Gurgaon",ireo victory valley,sector 67,6.5,20766.8,3130.0,4,4,3,,1 to 5 year old,10th   of 51 Floors,10,51,Semifurnished,South-East,"1 Covered, 1 Open","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,68,high,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-2150-sq-ft-spid-I77735731,"ATS Tourmaline
Sector 109, Gurgaon",ats tourmaline,sector 109,2.45,11395.3,2150.0,3,4,3+,Servant Room,1 to 5 year old,15th   of 27 Floors,15,27,Semifurnished,North,1 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",1,0,0,0,36,medium,1
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1245-sq-ft-spid-V79901671,"Vatika Gurgaon 21
Sector 83, Gurgaon",vatika gurgaon 21,sector 83,1.43,11485.9,1245.0,2,2,2,Pooja Room,5 to 10 year old,12nd   of 18 Floors,12,18,Unfurnished,North-East,"1 Covered, 1 Open","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,1,0,71,high,2
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-489-sq-ft-spid-S79899847,"Signature Global Solera
Sector 107, Gurgaon",signature global solera,sector 107,0.66,9504.9,694.38,2,2,2,,1 to 5 year old,8th   of 14 Floors,8,14,Semifurnished,East,"1 Covered, 1 Open","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM']",0,0,0,0,28,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-landmark-avana-sector-95-gurgaon-1450-sq-ft-spid-D79891393,"Landmark Avana
Sector 95, Gurgaon",landmark avana,sector 95,1.45,7042.3,2059.0,3,2,3,,under construction,2nd   of 3 Floors,2,3,Unfurnished,na,1 Covered,"['Swimming Pool', 'Park', 'Shopping Centre']",0,0,0,0,9,low,1
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-2659-sq-ft-spid-D79890753,"Godrej Habitat
Sector 3, Gurgaon",godrej habitat,sector 3,2.9,7680.5,3775.78,4,4,3+,Store Room,under construction,17th   of 17 Floors,17,17,Unfurnished,East,2 Covered,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'No open drainage around', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0,0,0,1,29,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-carlton-estate-dlf-phase-5-gurgaon-1350-sq-ft-spid-O79884235,"DLF Carlton Estate
DLF Phase 5, Gurgaon",dlf carlton estate,dlf phase 5,3.6,18779.3,1917.0,3,3,2,,10+ year old,12nd   of 18 Floors,12,18,Semifurnished,na,"2 Covered, 1 Open","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Recently Renovated', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0,0,0,0,39,medium,3
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1451-sq-ft-spid-O79870367,"Eldeco Accolade
Sohna, Gurgaon",eldeco accolade,sohna,1.33,7332.9,1813.75,2,3,3+,Study Room,1 to 5 year old,6th   of 18 Floors,6,18,Unfurnished,North-East,"1 Covered, 1 Open","['Water purifier', 'Centrally Air Conditioned', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0,1,0,0,63,high,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-whiteland-the-aspen-sector-76-gurgaon-2290-sq-ft-spid-Z79282519,"Whiteland The Aspen
Sector 76, Gurgaon",whiteland the aspen,sector 76,3.5,15283.8,2290.0,3,2,1,,under construction,11st   of 42 Floors,11,42,Furnished,na,1 Open,"['Lift(s)', 'Park', 'Club house / Community Center']",0,0,0,0,9,low,1
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-coralwood-sector-84-gurgaon-1890-sq-ft-spid-B79873121,"SS The Coralwood
Sector 84, Gurgaon",ss the coralwood,sector 84,2.19,11587.3,1890.0,3,3,2,,1 to 5 year old,16th   of 21 Floors,16,21,Semifurnished,North-East,1 Covered,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0,0,0,0,40,medium,1
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-arbour-sector-63-gurgaon-3950-sq-ft-spid-D79869187,"DLF The Arbour
Sector 63, Gurgaon",dlf the arbour,sector 63,9.7,24557.0,3950.0,4,6,3,"Study Room,Servant Room",under construction,23rd   of 38 Floors,23,38,Semifurnished,North-East,2 Covered,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",1,1,0,0,33,medium,2
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-imperia-the-esfera-sector-37c-gurgaon-2600-sq-ft-spid-K79867995,"Imperia The Esfera
Sector 37C, Gurgaon",imperia the esfera,sector 37c,2.2,5958.8,3692.0,4,6,3+,"Servant Room,Others",0 to 1 year old,19th   of 19 Floors,19,19,Unfurnished,North-West,"2 Covered, 1 Open","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1,0,0,0,41,medium,3
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pyramid-infinity-sector-70-gurgaon-645-sq-ft-spid-N79866729,"Pyramid Infinity
Sector 70, Gurgaon",pyramid infinity,sector 70,1.1,12010.0,915.9,3,2,2,,under construction,6th   of 14 Floors,6,14,Unfurnished,East,,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,23,medium,0
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-79b-sector-79-gurgaon-1335-sq-ft-spid-Y79865445,"Signature Global City 79B
Sector 79, Gurgaon",signature global city 79b,sector 79,2.0,10550.2,1895.7,3,3,2,,under construction,3rd   of 4 Floors,3,4,Semifurnished,East,"1 Covered, 1 Open","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,33,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1692-sq-ft-spid-E79864509,"Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon",shapoorji pallonji joyville gurugram,sector 102,2.52,11914.9,2115.0,3,3,2,,under construction,7th   of 14 Floors,7,14,na,North,1 Covered,"['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,20,medium,1
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2423-sq-ft-spid-I79859943,"Sobha City
Sector 108, Gurgaon",sobha city,sector 108,4.73,19521.3,2423.0,4,4,3+,Pooja Room,under construction,7th   of 24 Floors,7,24,Unfurnished,East,2 Covered,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0,0,1,0,51,high,2
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-77-gurgaon-3577-sq-ft-spid-P79857965,"DLF Privana south apartment
Sector 77, Gurgaon",dlf privana south apartment,sector 77,7.0,19569.5,3577.0,4,4,2,Servant Room,under construction,22nd   of 40 Floors,22,40,Semifurnished,North-East,2 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",1,0,0,0,54,high,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-r13-spid-W49686550,"Ireo The Corridors
Sector 67A, Gurgaon",ireo the corridors,sector 67a,2.4,13896.9,1727.0,3,4,2,"Others,Store Room",1 to 5 year old,7th   of 14 Floors,7,14,Semifurnished,North,2 Covered,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0,0,0,1,45,medium,2
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1472-sq-ft-r16-spid-Y43156359,"Ireo Uptown
Sector 66, Gurgaon",ireo uptown,sector 66,2.25,15285.3,1472.0,2,3,3,"Others,Servant Room",1 to 5 year old,16th   of 25 Floors,16,25,Furnished,North-East,2 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",1,0,0,0,42,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1815-sq-ft-r13-spid-C43528639,"Ireo Uptown
Sector 66, Gurgaon",ireo uptown,sector 66,3.0,16528.9,1815.0,3,4,3+,"Others,Servant Room",1 to 5 year old,8th   of 25 Floors,8,25,Semifurnished,North-West,1 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",1,0,0,0,47,medium,1
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-aristocrat-sector-49-gurgaon-2777-sq-ft-spid-P79855655,"Godrej Aristocrat
Sector 49, Gurgaon",godrej aristocrat,sector 49,6.5,16483.5,3943.34,4,4,3+,Servant Room,under construction,14th   of 25 Floors,14,25,Semifurnished,na,2 Covered,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center']",1,0,0,0,42,medium,2
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1472-sq-ft-r7-spid-G62473582,"Ireo Uptown
Sector 66, Gurgaon",ireo uptown,sector 66,2.2,14945.7,1472.0,2,2,3,Servant Room,5 to 10 year old,15th   of 26 Floors,15,26,Semifurnished,North-West,2 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",1,0,0,0,47,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-r9-spid-Z62474864,"Ireo Uptown
Sector 66, Gurgaon",ireo uptown,sector 66,3.1,16559.8,1872.0,3,3,3,Servant Room,5 to 10 year old,10th   of 26 Floors,10,26,Semifurnished,North,1 Covered,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",1,0,0,0,47,medium,1
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-suncity-vatsal-valley-gwal-pahari-gurgaon-1470-sq-ft-spid-H79853719,"Suncity Vatsal Valley
Gwal Pahari, Gurgaon",suncity vatsal valley,gwal pahari,1.95,9341.8,2087.4,3,3,3,,0 to 1 year old,2nd   of 3 Floors,2,3,Semifurnished,na,"2 Covered, 3 Open","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park']",0,0,0,0,10,low,5
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-V76675745,"Emaar Gurgaon Greens
Sector 102, Gurgaon",emaar gurgaon greens,sector 102,1.9,11515.2,1650.0,3,3,3,Servant Room,1 to 5 year old,6th   of 14 Floors,6,14,Semifurnished,East,"1 Covered, 1 Open","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1,0,0,0,65,high,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skywalk-sector-74-gurgaon-2018-sq-ft-spid-D79775483,"M3M Skywalk
Sector 74, Gurgaon",m3m skywalk,sector 74,3.4,16848.4,2018.0,3,3,3,"Study Room,Pooja Room",1 to 5 year old,19th   of 30 Floors,19,30,Unfurnished,South,1 Covered,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0,1,1,0,36,medium,1
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-suposhaa-smartworld-orchard-sector-61-gurgaon-1440-sq-ft-spid-Q79850893,"Suposhaa Smartworld Orchard
Sector 61, Gurgaon",suposhaa smartworld orchard,sector 61,2.5,17361.1,1440.0,3,3,2,Others,under construction,1st   of 4 Floors,1,4,na,na,"1 Covered, 1 Open","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",0,0,0,0,20,medium,2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2595-sq-ft-r1-spid-Q72420192,"Conscient Elevate
Sector 59, Gurgaon",conscient elevate,sector 59,6.5,17639.6,3684.9,3,5,3,,under construction,4th   of 33 Floors,4,33,na,na,,,0,0,0,0,51,high,0
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rof-ananda-sector-95-gurgaon-645-sq-ft-spid-X79763417,"ROF Ananda
Sector 95, Gurgaon",rof ananda,sector 95,0.7,7639.3,916.3118,2,2,2,Study Room,1 to 5 year old,3rd   of 14 Floors,3,14,Unfurnished,na,1 Open,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0,1,0,0,33,medium,1
https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-5900-sq-ft-spid-G79767233,"Ireo Victory Valley
Sector 67, Gurgaon",ireo victory valley,sector 67,9.0,15254.2,5900.0,5,5,3+,"Pooja Room,Servant Room,Study Room,Others",1 to 5 year old,9th   of 10 Floors,9,10,Semifurnished,North-East,"3 Covered, 1 Open","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1,1,1,0,71,high,4
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-79b-sector-79-gurgaon-1556-sq-ft-spid-W79846753,"Signature Global City 79B
Sector 79, Gurgaon",signature global city 79b,sector 79,1.8,11568.1,1556.0,3,3,2,,under construction,3rd   of 4 Floors,3,4,Semifurnished,North-East,1 Covered,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0,0,0,0,31,medium,1
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-capital-residences-360-sector-70a-gurgaon-1370-sq-ft-spid-M79842267,"Capital Residences 360
Sector 70A, Gurgaon",capital residences 360,sector 70a,1.96,10075.0,1945.4,2,2,2,,under construction,9th   of 22 Floors,9,22,na,South-East,,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0,0,0,0,41,medium,0
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-navraj-the-antalyas-sector-37d-gurgaon-2250-sq-ft-spid-S79838691,"Navraj The Antalyas
Sector 37D, Gurgaon",navraj the antalyas,sector 37d,2.6,11555.6,2250.0,3,3,2,Servant Room,under construction,4th   of 5 Floors,4,5,na,na,,"['Centrally Air Conditioned', 'High Ceiling Height', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1,0,0,0,27,medium,0
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1850-sq-ft-spid-U79838357,"Emaar Palm Gardens
Sector 83, Gurgaon",emaar palm gardens,sector 83,2.69,14540.5,1850.0,3,3,3+,"Study Room,Servant Room",1 to 5 year old,4th   of 15 Floors,4,15,Unfurnished,East,1 Covered,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'False Ceiling Lighting', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1,1,0,0,24,medium,1
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-2-sector-107-gurgaon-812-sq-ft-spid-T79837827,"Signature Global Solera 2
Sector 107, Gurgaon",signature global solera 2,sector 107,0.7,8620.7,812.0,2,2,2,,1 to 5 year old,6th   of 12 Floors,6,12,na,na,,,0,0,0,0,25,medium,0
